Cell_ID,Filename,Group,Region,Marker_status,Nucleus_area_um2,AF488_intensity,AF647_intensity,DAPI_coverage_pct
557,DRUG_CTX_03.czi,DRUG,Cortex,Negative (DAPI only),39.8,1725.0,1299.0,95.0
558,DRUG_CTX_03.czi,DRUG,Cortex,Negative (DAPI only),41.4,1201.0,1281.0,97.3
559,DRUG_CTX_03.czi,DRUG,Cortex,Ki67+ only,34.8,1049.0,1628.0,77.4
560,DRUG_CTX_03.czi,DRUG,Cortex,Negative (DAPI only),31.5,499.0,929.0,94.3
561,DRUG_CTX_03.czi,DRUG,Cortex,Ki67+ only,34.0,1462.0,1685.0,88.1
562,DRUG_CTX_03.czi,DRUG,Cortex,Olig2+ only,35.1,3487.0,739.0,98.4
563,DRUG_CTX_03.czi,DRUG,Cortex,Olig2+ only,43.8,6158.0,1059.0,95.6
564,DRUG_CTX_03.czi,DRUG,Cortex,Olig2+ only,32.1,2514.0,729.0,93.6
565,DRUG_CTX_03.czi,DRUG,Cortex,Negative (DAPI only),39.7,902.0,882.0,81.4
566,DRUG_CTX_03.czi,DRUG,Cortex,Ki67+ only,37.0,2406.0,1829.0,95.8
567,DRUG_CTX_03.czi,DRUG,Cortex,Ki67+ only,34.6,1076.0,3773.0,92.4
568,DRUG_CTX_03.czi,DRUG,Cortex,Olig2+ only,45.1,3681.0,570.0,94.7
569,DRUG_CTX_03.czi,DRUG,Cortex,Olig2+ Ki67+,36.8,3006.0,1761.0,91.4
570,DRUG_CTX_03.czi,DRUG,Cortex,Ki67+ only,39.2,809.0,1872.0,94.2
571,DRUG_CTX_03.czi,DRUG,Cortex,Ki67+ only,32.4,1906.0,1748.0,97.7
572,DRUG_CTX_03.czi,DRUG,Cortex,Negative (DAPI only),46.4,589.0,489.0,98.2
573,DRUG_CTX_03.czi,DRUG,Cortex,Ki67+ only,33.4,1257.0,1906.0,90.3
574,DRUG_CTX_03.czi,DRUG,Cortex,Ki67+ only,37.7,1344.0,2182.0,94.2
575,DRUG_CTX_03.czi,DRUG,Cortex,Olig2+ Ki67+,52.0,3223.0,3464.0,85.1
576,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),39.3,477.0,827.0,90.8
577,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),36.7,1270.0,1324.0,92.9
578,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),35.4,592.0,742.0,54.3
579,DRUG_CTX_04.czi,DRUG,Cortex,Ki67+ only,39.9,1715.0,1545.0,94.4
580,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),50.1,1537.0,710.0,97.0
581,DRUG_CTX_04.czi,DRUG,Cortex,Olig2+ only,35.3,3032.0,1416.0,89.6
582,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),32.4,1772.0,395.0,93.3
583,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),42.6,2500.0,636.0,93.3
584,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),30.0,1281.0,692.0,96.1
585,DRUG_CTX_04.czi,DRUG,Cortex,Olig2+ only,38.5,3458.0,1316.0,98.6
586,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),42.4,1622.0,242.0,89.5
587,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),33.2,1278.0,1403.0,84.1
588,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),40.9,2026.0,354.0,97.5
589,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),42.4,2232.0,583.0,93.4
590,DRUG_CTX_04.czi,DRUG,Cortex,Ki67+ only,40.4,1694.0,1977.0,77.0
591,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),33.7,2038.0,613.0,90.7
592,DRUG_CTX_04.czi,DRUG,Cortex,Ki67+ only,35.0,672.0,1775.0,85.5
593,DRUG_CTX_04.czi,DRUG,Cortex,Ki67+ only,43.7,647.0,2294.0,91.3
594,DRUG_CTX_04.czi,DRUG,Cortex,Olig2+ Ki67+,34.4,3228.0,1580.0,97.4
595,DRUG_CTX_04.czi,DRUG,Cortex,Ki67+ only,29.2,1810.0,3812.0,92.2
596,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),45.9,1153.0,772.0,91.6
597,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),32.3,1952.0,285.0,78.8
598,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),39.9,1666.0,1365.0,95.5
599,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),39.0,860.0,701.0,89.7
600,DRUG_CTX_04.czi,DRUG,Cortex,Negative (DAPI only),41.8,1787.0,751.0,89.7
601,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),36.0,1941.0,544.0,94.8
602,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),33.5,1460.0,416.0,89.8
603,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),34.3,1332.0,669.0,95.1
604,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),37.7,2299.0,1126.0,97.9
605,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),36.0,1077.0,844.0,59.8
606,DRUG_CTX_05.czi,DRUG,Cortex,Olig2+ Ki67+,39.6,3350.0,1884.0,97.2
607,DRUG_CTX_05.czi,DRUG,Cortex,Ki67+ only,32.5,2493.0,1914.0,85.6
608,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),37.9,548.0,1029.0,97.3
609,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),30.8,1877.0,511.0,97.7
610,DRUG_CTX_05.czi,DRUG,Cortex,Olig2+ only,43.3,2571.0,1077.0,96.5
611,DRUG_CTX_05.czi,DRUG,Cortex,Ki67+ only,39.2,1261.0,2212.0,82.0
612,DRUG_CTX_05.czi,DRUG,Cortex,Ki67+ only,36.2,1351.0,2149.0,94.6
613,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),31.3,699.0,941.0,83.6
614,DRUG_CTX_05.czi,DRUG,Cortex,Olig2+ only,28.9,3429.0,706.0,84.4
615,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),33.4,1523.0,768.0,80.3
616,DRUG_CTX_05.czi,DRUG,Cortex,Ki67+ only,33.2,1505.0,2483.0,96.6
617,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),34.6,1559.0,968.0,97.0
618,DRUG_CTX_05.czi,DRUG,Cortex,Ki67+ only,41.7,955.0,2686.0,93.7
619,DRUG_CTX_05.czi,DRUG,Cortex,Ki67+ only,36.8,884.0,1906.0,92.7
620,DRUG_CTX_05.czi,DRUG,Cortex,Ki67+ only,34.4,1410.0,2985.0,96.1
621,DRUG_CTX_05.czi,DRUG,Cortex,Olig2+ only,36.6,3881.0,803.0,94.5
622,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),58.3,1110.0,1458.0,91.9
623,DRUG_CTX_05.czi,DRUG,Cortex,Ki67+ only,43.2,1583.0,2576.0,92.7
624,DRUG_CTX_05.czi,DRUG,Cortex,Negative (DAPI only),45.3,775.0,603.0,87.2
625,DRUG_CTX_05.czi,DRUG,Cortex,Ki67+ only,43.5,1297.0,1744.0,96.5
626,DRUG_CTX_06.czi,DRUG,Cortex,Ki67+ only,26.8,1246.0,3288.0,94.1
627,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),40.4,1123.0,1371.0,91.5
628,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),33.6,1676.0,1021.0,88.5
629,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),41.6,915.0,523.0,96.5
630,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),37.4,1409.0,1126.0,87.6
631,DRUG_CTX_06.czi,DRUG,Cortex,Olig2+ Ki67+,34.3,2522.0,2646.0,96.6
632,DRUG_CTX_06.czi,DRUG,Cortex,Ki67+ only,35.6,1257.0,2962.0,88.7
633,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),32.9,2148.0,1159.0,95.0
634,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),47.4,542.0,1426.0,90.9
635,DRUG_CTX_06.czi,DRUG,Cortex,Ki67+ only,26.4,755.0,2172.0,96.0
636,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),38.2,1120.0,1034.0,85.5
637,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),39.8,959.0,1091.0,97.5
638,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),41.8,1211.0,1000.0,89.6
639,DRUG_CTX_06.czi,DRUG,Cortex,Ki67+ only,36.3,1529.0,1651.0,92.4
640,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),30.2,884.0,749.0,95.4
641,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),29.2,1814.0,908.0,93.8
642,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),39.6,2024.0,1285.0,92.9
643,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),37.2,1704.0,1167.0,88.6
644,DRUG_CTX_06.czi,DRUG,Cortex,Ki67+ only,42.3,2376.0,2667.0,77.8
645,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),43.5,2226.0,986.0,94.1
646,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),31.4,2168.0,685.0,91.7
647,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),40.6,2039.0,950.0,99.0
648,DRUG_CTX_06.czi,DRUG,Cortex,Olig2+ only,51.7,2931.0,1356.0,95.7
649,DRUG_CTX_06.czi,DRUG,Cortex,Negative (DAPI only),31.6,1491.0,569.0,95.4
650,DRUG_CTX_06.czi,DRUG,Cortex,Ki67+ only,29.4,1863.0,1580.0,94.8
651,DRUG_CTX_07.czi,DRUG,Cortex,Olig2+ only,32.9,3321.0,552.0,91.5
652,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),41.5,621.0,816.0,89.8
653,DRUG_CTX_07.czi,DRUG,Cortex,Ki67+ only,39.9,677.0,1856.0,89.0
654,DRUG_CTX_07.czi,DRUG,Cortex,Ki67+ only,43.8,730.0,2170.0,98.5
655,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),28.7,1197.0,1148.0,94.2
656,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),26.9,2189.0,1354.0,95.8
657,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),39.8,808.0,1014.0,95.8
658,DRUG_CTX_07.czi,DRUG,Cortex,Olig2+ only,42.8,4149.0,877.0,85.0
659,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),32.4,1117.0,1331.0,92.3
660,DRUG_CTX_07.czi,DRUG,Cortex,Olig2+ Ki67+,43.6,5151.0,1808.0,98.6
661,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),31.9,444.0,1132.0,96.5
662,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),47.2,751.0,344.0,92.6
663,DRUG_CTX_07.czi,DRUG,Cortex,Ki67+ only,30.8,941.0,2671.0,94.5
664,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),32.2,1421.0,834.0,91.6
665,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),36.6,1906.0,1272.0,94.4
666,DRUG_CTX_07.czi,DRUG,Cortex,Olig2+ only,33.1,3352.0,985.0,84.1
667,DRUG_CTX_07.czi,DRUG,Cortex,Olig2+ only,37.5,3158.0,478.0,95.3
668,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),35.2,435.0,1438.0,91.9
669,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),31.8,2328.0,502.0,95.5
670,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),35.8,845.0,1393.0,98.1
671,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),39.5,1242.0,742.0,95.4
672,DRUG_CTX_07.czi,DRUG,Cortex,Olig2+ only,49.2,2594.0,577.0,93.2
673,DRUG_CTX_07.czi,DRUG,Cortex,Olig2+ only,33.5,3104.0,1143.0,92.9
674,DRUG_CTX_07.czi,DRUG,Cortex,Negative (DAPI only),34.2,1129.0,1099.0,95.6
675,DRUG_CTX_07.czi,DRUG,Cortex,Ki67+ only,36.5,1289.0,2526.0,93.3
676,DRUG_CTX_08.czi,DRUG,Cortex,Ki67+ only,36.3,1068.0,3838.0,89.8
677,DRUG_CTX_08.czi,DRUG,Cortex,Olig2+ only,48.7,4538.0,1255.0,94.8
678,DRUG_CTX_08.czi,DRUG,Cortex,Olig2+ only,39.7,3109.0,742.0,93.1
679,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),47.0,1063.0,1176.0,97.1
680,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),32.7,952.0,1354.0,89.1
681,DRUG_CTX_08.czi,DRUG,Cortex,Ki67+ only,28.0,1859.0,1617.0,93.5
682,DRUG_CTX_08.czi,DRUG,Cortex,Olig2+ only,48.8,3756.0,1004.0,98.0
683,DRUG_CTX_08.czi,DRUG,Cortex,Ki67+ only,39.5,1224.0,1534.0,89.3
684,DRUG_CTX_08.czi,DRUG,Cortex,Olig2+ Ki67+,38.6,3411.0,3334.0,76.0
685,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),50.1,2169.0,1257.0,90.2
686,DRUG_CTX_08.czi,DRUG,Cortex,Olig2+ Ki67+,32.1,3248.0,1673.0,92.1
687,DRUG_CTX_08.czi,DRUG,Cortex,Olig2+ only,40.7,6005.0,784.0,97.3
688,DRUG_CTX_08.czi,DRUG,Cortex,Olig2+ only,39.5,3131.0,905.0,97.3
689,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),37.0,1656.0,522.0,97.5
690,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),32.2,917.0,1207.0,86.7
691,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),38.4,602.0,1250.0,88.3
692,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),37.3,785.0,496.0,88.7
693,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),39.8,685.0,1174.0,87.1
694,DRUG_CTX_08.czi,DRUG,Cortex,Olig2+ only,34.7,4320.0,1152.0,97.4
695,DRUG_CTX_08.czi,DRUG,Cortex,Ki67+ only,29.0,768.0,1544.0,93.0
696,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),31.1,1604.0,734.0,93.3
697,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),42.0,1784.0,1455.0,94.3
698,DRUG_CTX_08.czi,DRUG,Cortex,Olig2+ only,46.3,3099.0,602.0,97.6
699,DRUG_CTX_08.czi,DRUG,Cortex,Negative (DAPI only),26.4,856.0,517.0,79.8
700,DRUG_CTX_08.czi,DRUG,Cortex,Ki67+ only,37.1,1142.0,1763.0,95.2
701,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),36.4,1234.0,746.0,82.5
702,DRUG_CTX_09.czi,DRUG,Cortex,Olig2+ only,29.9,3175.0,1452.0,95.6
703,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),39.4,619.0,361.0,94.5
704,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),41.4,1795.0,1387.0,73.2
705,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),38.6,1557.0,948.0,94.5
706,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),45.2,1812.0,865.0,96.2
707,DRUG_CTX_09.czi,DRUG,Cortex,Ki67+ only,37.7,1225.0,1568.0,92.7
708,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),57.5,1132.0,521.0,95.1
709,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),44.0,1229.0,1492.0,93.9
710,DRUG_CTX_09.czi,DRUG,Cortex,Ki67+ only,42.1,417.0,2397.0,77.3
711,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),41.8,1380.0,782.0,75.0
712,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),42.8,1452.0,1256.0,94.0
713,DRUG_CTX_09.czi,DRUG,Cortex,Ki67+ only,36.9,2028.0,1700.0,97.4
714,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),38.7,1132.0,1062.0,87.8
715,DRUG_CTX_09.czi,DRUG,Cortex,Olig2+ Ki67+,37.7,2768.0,1969.0,85.8
716,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),47.6,1473.0,571.0,97.4
717,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),32.5,830.0,396.0,97.0
718,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),34.4,664.0,752.0,93.3
719,DRUG_CTX_09.czi,DRUG,Cortex,Ki67+ only,32.4,924.0,2626.0,94.4
720,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),43.0,1591.0,1102.0,90.9
721,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),36.8,624.0,1254.0,87.6
722,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),52.7,740.0,1203.0,97.0
723,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),35.5,1002.0,668.0,89.5
724,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),35.2,659.0,855.0,93.6
725,DRUG_CTX_09.czi,DRUG,Cortex,Negative (DAPI only),38.8,923.0,383.0,96.4
726,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),39.5,527.0,748.0,88.8
727,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),33.7,1745.0,1323.0,95.7
728,DRUG_CTX_10.czi,DRUG,Cortex,Olig2+ only,29.0,2927.0,501.0,93.4
729,DRUG_CTX_10.czi,DRUG,Cortex,Olig2+ only,38.7,2756.0,1107.0,85.8
730,DRUG_CTX_10.czi,DRUG,Cortex,Ki67+ only,37.0,1382.0,2112.0,95.7
731,DRUG_CTX_10.czi,DRUG,Cortex,Ki67+ only,43.4,1175.0,1630.0,88.8
732,DRUG_CTX_10.czi,DRUG,Cortex,Ki67+ only,45.0,1253.0,1946.0,96.1
733,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),35.8,697.0,674.0,90.0
734,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),40.9,2246.0,914.0,93.9
735,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),35.0,919.0,850.0,97.9
736,DRUG_CTX_10.czi,DRUG,Cortex,Olig2+ only,39.4,3002.0,1438.0,96.4
737,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),39.6,1414.0,868.0,98.0
738,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),45.0,1423.0,993.0,95.1
739,DRUG_CTX_10.czi,DRUG,Cortex,Ki67+ only,26.3,2197.0,2960.0,97.4
740,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),46.5,1735.0,471.0,94.6
741,DRUG_CTX_10.czi,DRUG,Cortex,Ki67+ only,27.4,523.0,3574.0,84.9
742,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),38.6,1088.0,846.0,93.0
743,DRUG_CTX_10.czi,DRUG,Cortex,Olig2+ only,41.4,3008.0,1223.0,98.9
744,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),39.4,1139.0,872.0,92.9
745,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),35.7,647.0,947.0,96.1
746,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),33.4,2208.0,869.0,73.8
747,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),27.6,749.0,221.0,85.7
748,DRUG_CTX_10.czi,DRUG,Cortex,Ki67+ only,40.0,2153.0,2712.0,79.8
749,DRUG_CTX_10.czi,DRUG,Cortex,Olig2+ only,38.7,3044.0,830.0,69.9
750,DRUG_CTX_10.czi,DRUG,Cortex,Negative (DAPI only),39.2,551.0,1489.0,92.8
751,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,40.6,5952.0,862.0,96.7
752,DRUG_CC_01.czi,DRUG,Corpus callosum,Ki67+ only,35.8,1810.0,2524.0,97.2
753,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,26.9,2535.0,1080.0,80.3
754,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,41.2,4218.0,1166.0,95.3
755,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),47.7,1867.0,892.0,89.5
756,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),39.6,1534.0,519.0,94.0
757,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),41.7,2064.0,689.0,96.3
758,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),35.8,1204.0,1232.0,86.6
759,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),42.4,1860.0,1242.0,96.2
760,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,40.9,2626.0,531.0,96.6
761,DRUG_CC_01.czi,DRUG,Corpus callosum,Ki67+ only,40.3,806.0,1832.0,97.0
762,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),40.8,1460.0,918.0,97.7
763,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),42.0,1779.0,438.0,88.1
764,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ Ki67+,48.2,3310.0,1612.0,95.5
765,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),42.9,1578.0,892.0,64.7
766,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,41.1,3308.0,1284.0,95.5
767,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,41.4,3854.0,524.0,89.0
768,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,37.9,4263.0,527.0,84.2
769,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),29.0,2215.0,902.0,66.0
770,DRUG_CC_01.czi,DRUG,Corpus callosum,Ki67+ only,33.8,1154.0,1849.0,97.2
771,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,44.7,3156.0,1252.0,95.0
772,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,43.2,6135.0,552.0,94.5
773,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),41.5,1766.0,1436.0,92.4
774,DRUG_CC_01.czi,DRUG,Corpus callosum,Olig2+ only,40.6,2840.0,1143.0,87.4
775,DRUG_CC_01.czi,DRUG,Corpus callosum,Negative (DAPI only),42.7,2106.0,1172.0,92.4
776,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ Ki67+,39.1,3247.0,1978.0,96.8
777,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ only,45.2,7190.0,1486.0,94.8
778,DRUG_CC_02.czi,DRUG,Corpus callosum,Ki67+ only,37.5,1445.0,1781.0,97.1
779,DRUG_CC_02.czi,DRUG,Corpus callosum,Ki67+ only,54.9,1552.0,1957.0,73.9
780,DRUG_CC_02.czi,DRUG,Corpus callosum,Negative (DAPI only),45.5,1734.0,1013.0,93.3
781,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ only,35.3,6990.0,982.0,94.0
782,DRUG_CC_02.czi,DRUG,Corpus callosum,Negative (DAPI only),40.6,1789.0,744.0,91.8
783,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ Ki67+,42.2,4228.0,1680.0,95.4
784,DRUG_CC_02.czi,DRUG,Corpus callosum,Negative (DAPI only),28.5,1593.0,1329.0,94.7
785,DRUG_CC_02.czi,DRUG,Corpus callosum,Negative (DAPI only),42.9,671.0,1063.0,82.1
786,DRUG_CC_02.czi,DRUG,Corpus callosum,Negative (DAPI only),32.1,1944.0,1318.0,96.9
787,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ Ki67+,37.6,3735.0,1841.0,97.1
788,DRUG_CC_02.czi,DRUG,Corpus callosum,Ki67+ only,33.1,2034.0,2099.0,91.1
789,DRUG_CC_02.czi,DRUG,Corpus callosum,Negative (DAPI only),37.7,1362.0,325.0,95.8
790,DRUG_CC_02.czi,DRUG,Corpus callosum,Negative (DAPI only),39.9,1004.0,958.0,96.1
791,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ Ki67+,35.7,3238.0,1702.0,92.1
792,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ only,32.3,2839.0,1271.0,79.7
793,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ Ki67+,31.4,3445.0,2957.0,97.1
794,DRUG_CC_02.czi,DRUG,Corpus callosum,Negative (DAPI only),23.8,1412.0,755.0,96.1
795,DRUG_CC_02.czi,DRUG,Corpus callosum,Ki67+ only,33.9,1775.0,2175.0,89.5
796,DRUG_CC_02.czi,DRUG,Corpus callosum,Ki67+ only,40.4,1426.0,2199.0,92.8
797,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ only,41.4,4719.0,606.0,88.8
798,DRUG_CC_02.czi,DRUG,Corpus callosum,Ki67+ only,41.7,819.0,1552.0,93.0
799,DRUG_CC_02.czi,DRUG,Corpus callosum,Olig2+ only,41.7,3594.0,865.0,96.8
800,DRUG_CC_02.czi,DRUG,Corpus callosum,Ki67+ only,27.6,1540.0,3803.0,96.8
801,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),31.0,1707.0,889.0,93.4
802,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ Ki67+,41.2,6686.0,2357.0,92.0
803,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ only,32.3,3768.0,476.0,91.5
804,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),33.5,905.0,1264.0,94.0
805,DRUG_CC_03.czi,DRUG,Corpus callosum,Ki67+ only,40.4,1414.0,2113.0,92.4
806,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),33.1,1563.0,858.0,98.7
807,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),30.8,2006.0,1010.0,91.4
808,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ Ki67+,36.9,3627.0,3201.0,90.5
809,DRUG_CC_03.czi,DRUG,Corpus callosum,Ki67+ only,37.6,2035.0,2103.0,87.7
810,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),43.6,1894.0,847.0,91.6
811,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ only,33.9,3665.0,1363.0,98.2
812,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ only,34.9,7859.0,1382.0,91.1
813,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ only,39.7,5491.0,924.0,83.2
814,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),36.0,1408.0,1291.0,97.5
815,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),38.0,1309.0,695.0,95.3
816,DRUG_CC_03.czi,DRUG,Corpus callosum,Ki67+ only,41.0,815.0,2174.0,89.2
817,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ Ki67+,32.3,4843.0,2216.0,88.4
